P_NAME,P_HABITABLE,P_ESI,P_MASS_y,P_RADIUS_y,P_TEMP_EQUIL_y,P_PERIOD_y,P_TEXTURE
Kepler-256 d,0,-0.150787694,6.71,2.48,973.32913,5.839172,Super-Earth
Kepler-262 c,0,0.448352494,3.33,1.64,602.80648,21.853722,Super-Earth
Kepler-1472 b,0,0.23003138,4.27,1.9,673.23797,38.131283,Super-Earth
Kepler-228 c,0,-0.253030116,7.75,2.7,1190.8253,4.134444,Unknown
Kepler-230 b,0,0.023294654,16.8,4.26,471.61002,32.625555,Neptunian
Kepler-254 c,0,0.072773674,3.2,2.15,731.56861,12.412183,Super-Earth
Kepler-255 b,0,0.216343076,3.02,1.55,913.43876,5.714606,Super-Earth
Kepler-256 b,0,0.14633358,3.15,1.59,1498.5382,1.620493,Super-Earth
Kepler-257 b,0,-0.21575368,7.32,2.61,1111.374,2.382667,Unknown
Kepler-257 d,0,-0.304899197,21.7,4.95,512.31812,24.664551,Neptunian
Kepler-258 b,0,-0.291615333,15.5,4.06,570.07382,13.19722,Neptunian
Kepler-259 c,0,0.345027084,7.75,2.7,500.74871,36.924931,Unknown
Kepler-254 b,0,-0.553353128,14.3,3.87,937.04344,5.826662,Neptunian
Kepler-265 b,0,0.084423696,4.12,1.86,972.57962,6.846262,Super-Earth
Kepler-267 c,0,0.520726807,5.18,2.13,512.59467,6.87745,Super-Earth
Kepler-1477 b,0,0.400234452,1.76,1.18,753.94649,11.5553,Terrestrial
Kepler-306 e,0,1.197209708,5.77,2.27,408.16596,44.840975,Super-Earth
Kepler-1473 b,0,0.350861999,1.81,1.19,836.3166,14.427355,Terrestrial
Kepler-231 c,0,1.284548329,24.1,1.93,415.57296,19.271566,Neptunian
Kepler-265 e,0,0.665309602,7.22,2.59,452.32893,67.831024,Unknown
Kepler-292 b,0,0.254983751,2.3,1.32,1121.5424,2.580827,Terrestrial
Kepler-271 c,0,0.372343729,0.809,0.95,831.15334,7.4108627,Terrestrial
Kepler-271 d,0,0.223730275,0.219,0.66,932.25047,5.2497254,Terrestrial
Kepler-286 c,0,0.23651851,2.45,1.37,1162.7198,3.468095,Terrestrial
Kepler-286 e,0,0.480157989,3.78,1.77,567.99351,29.221289,Super-Earth
Kepler-271 b,0,0.398717819,2.04,1.23,741.92799,10.435478,Terrestrial
Kepler-272 b,0,0.206172171,78,1.43,1357.4002,2.971353,Gas Giant
Kepler-278 b,0,-0.555064098,15.6,4.07,799.96519,30.160546,Neptunian
Kepler-292 c,0,0.226813641,2.76,1.47,989.1074,3.715335,Terrestrial
Kepler-282 b,0,0.335591583,1.01,1.01,945.56804,9.220524,Terrestrial
Kepler-293 b,0,-0.058650077,9.64,3.07,587.04104,19.254196,Unknown
Kepler-275 d,0,-0.297688547,11.1,3.33,696.98864,35.676062,Neptunian
Kepler-280 c,0,0.014842254,4.7,2.01,1037.542,4.807091,Super-Earth
Kepler-282 c,0,0.350899048,1.87,1.2,831.66184,13.638723,Terrestrial
Kepler-282 d,0,-0.006762976,61,2.46,689.98452,24.806,Gas Giant
Kepler-283 b,0,0.553687836,5.18,2.13,505.17609,11.008151,Super-Earth
Kepler-295 d,0,0.307796864,2.42,1.36,835.02426,33.884054,Terrestrial
Kepler-289 c,0,-0.005821974,132,11.59,369.45761,125.8518,Gas Giant
Kepler-1417 b,0,0.367944436,0.972,1,845.33703,20.350521,Terrestrial
Kepler-1474 b,0,0.329155095,5.31,2.16,564.17574,36.433345,Super-Earth
Kepler-293 c,0,0.523315943,14,3.83,416.54957,54.155743,Neptunian
Kepler-302 b,0,-0.348152454,15.5,4.06,596.4459,30.184104,Neptunian
Kepler-294 b,0,0.104014101,3.78,1.77,1067.7734,3.701212,Super-Earth
Kepler-295 c,0,0.312908569,1.71,1.17,970.96939,21.526258,Terrestrial
Kepler-58 b,0,-0.215069463,35.5,2.78,834.75656,10.218495,Neptunian
Kepler-291 b,0,-0.060960057,5.31,2.16,1224.0546,3.546511,Super-Earth
Kepler-298 b,0,0.344797096,4.5,1.96,590.61533,10.475464,Super-Earth
TOI-1136 c,0,-0.28651155,8.64,2.879,972.36084,6.25725,Unknown
ROXs 12 b,0,-1.432468073,5085,12.2,10.557366,0,Gas Giant
Kepler-453 b,0,1.80154541,16,6.204,252.30086,240.503,Neptunian
Kepler-481 b,0,-0.155228464,6.8,2.5,959.80045,10.060826,Super-Earth
Kepler-484 b,0,-0.014570228,5.82,2.28,787.40053,10.045569,Super-Earth
Kepler-392 c,0,0.332112243,1.37,1.1,934.56225,10.423118,Terrestrial
GJ 273 c,0,1.700110704,1.18,1.06,407.71731,4.7234,Terrestrial
Kepler-479 b,0,0.189677404,5.14,2.12,638.49355,12.493413,Super-Earth
Kepler-498 b,0,-0.326568817,9.43,3.03,939.08194,9.6137536,Unknown
Kepler-461 b,0,-0.194742567,7.18,2.58,1024.3023,8.3137831,Unknown
Kepler-489 b,0,-0.770933092,46.1,7.72,543.73409,17.276296,Neptunian
TOI-4641 b,0,-1.15084596,1229.9959,8.183,913.43533,22.09341,Gas Giant
Kepler-97 b,0,0.190644116,3.51,1.48,1330.5002,2.58664,Terrestrial
Kepler-98 b,0,-0.005472913,3.55,1.99,1459.8669,1.54168,Super-Earth
Kepler-335 c,0,-0.076406712,9.64,3.07,595.49033,67.844469,Unknown
Kepler-336 d,0,-0.02772632,6.21,2.37,753.94445,20.678772,Super-Earth
Kepler-337 c,0,-0.008668671,4.86,2.05,1101.8139,9.693201,Super-Earth
Kepler-339 d,0,0.444569688,14.7,1.17,705.22713,10.558345,Neptunian
Kepler-342 b,0,-0.055322975,5.69,2.25,924.1548,15.170318,Super-Earth
Kepler-343 c,0,0.146550675,4.74,2.02,705.89722,23.22182,Super-Earth
Kepler-344 c,0,2.043292942,9.01,2.95,327.82329,125.59681,Unknown
Kepler-35 b,0,0.839108678,40.363,8.16,322.83006,131.458,Neptunian
Kepler-357 d,0,1.130757613,11.6,3.43,372.93415,49.499875,Neptunian
Kepler-472 b,0,-0.362304153,10.5,3.22,862.73247,4.1762555,Neptunian
Kepler-499 b,0,-0.014523392,5.35,2.17,887.15421,5.6325284,Super-Earth
Kepler-348 b,0,0.185264285,2.92,1.52,1185.6129,7.05677,Super-Earth
Kepler-349 c,0,0.112111771,4.5,1.96,782.98792,12.247629,Super-Earth
Kepler-332 d,0,1.577602981,1.76,1.18,418.66707,34.21154,Terrestrial
Kepler-377 c,0,0.161490594,4.9,2.06,676.96157,27.014976,Super-Earth
Kepler-350 d,0,-0.190369217,14.9,2.8,771.18573,26.136,Neptunian
Kepler-1590 b,0,0.322573049,1.55,1.14,950.69467,7.617608,Terrestrial
Kepler-355 b,0,0.254113897,2.73,1.46,892.37958,11.03189,Terrestrial
Kepler-355 c,0,-0.078028281,7.8,2.71,673.63275,25.762294,Unknown
Kepler-350 b,0,0.081342894,4.08,1.85,1010.6087,11.189562,Super-Earth
Kepler-341 d,0,0.292496544,4.08,1.85,642.41255,27.666313,Super-Earth
Kepler-345 c,0,0.454487457,2.2,1.2,690.40567,9.387427,Terrestrial
Kepler-1492 b,0,1.062927531,2.83,1.49,464.59019,16.75255,Terrestrial
Kepler-373 b,0,0.238505528,2.42,1.36,1174.9627,5.535309,Terrestrial
Kepler-373 c,0,0.352051165,2.07,1.24,810.8013,16.725948,Terrestrial
Kepler-1508 b,0,0.306446527,2.33,1.33,859.78362,20.70565,Terrestrial
Kepler-371 b,0,0.257172019,4.23,1.89,655.51814,34.763278,Super-Earth
Kepler-383 b,0,0.694513223,2.3,1.32,553.01627,12.904532,Terrestrial
Kepler-383 c,0,1.648584858,2.07,1.24,410.994,31.200751,Terrestrial
Kepler-365 b,0,0.042090936,4.82,2.04,867.93394,10.664903,Super-Earth
Kepler-404 b,0,0.480422386,2.15,1.27,656.97618,11.829851,Terrestrial
Kepler-387 b,0,0.314421941,1.08,1.03,1057.0493,6.791636,Terrestrial
Kepler-387 c,0,0.345093261,0.64,0.89,880.51482,11.837549,Terrestrial
Kepler-388 b,0,0.286687573,0.457,0.81,1042.7938,3.173315,Terrestrial
Kepler-388 c,0,0.516813278,0.566,0.86,648.79611,13.297004,Terrestrial
Kepler-354 d,0,1.330457598,2.07,1.24,442.00103,24.209842,Terrestrial
K2-38 b,0,0.137998465,7.7,1.655,1159.4078,4.01593,Super-Earth
K2-371 b,0,-1.418142381,112.12256,13.024,932.32667,3.114905,Gas Giant
TOI-2977 b,0,-1.460355565,533.95172,13.159,1414.185,2.3505614,Gas Giant
TOI-1736 c,0,1.091769664,2800,12.5,248.20713,570.1,Gas Giant
TOI-1801 b,0,0.91030066,5.738,2.079,449.20756,10.64387,Super-Earth
CoRoT-20 c,0,-0.406120536,5403.11,12.2,146.38786,1675,Gas Giant
K2-117 b,0,0.053060236,4.78,2.03,848.24439,1.2916,Super-Earth
Kepler-431 c,0,0.194857073,0.229,0.668,1165.8911,8.703,Terrestrial
Kepler-414 b,0,0.136092848,3.5,1.71,1006.8028,4.7,Super-Earth
Kepler-1868 b,0,2.518966617,10.1,3.15,219.83889,211.034,Neptunian
Kepler-522 b,0,-0.961322007,38.2,6.91,735.35065,38.584228,Neptunian
Kepler-488 b,0,-1.538105514,39400,15.79,1338.5291,3.1208292,Gas Giant
Kepler-44 b,0,-1.425870803,317.82,12.22,1472.5292,3.2467293,Gas Giant
Kepler-421 b,0,1.154485167,16.1,4.16,183.46457,704.1984,Neptunian
Kepler-369 c,0,2.224274395,2.57,1.41,366.88992,14.871572,Terrestrial
WASP-187 b,0,-1.603282405,254.264,18.383,1739.3746,5.147878,Gas Giant
Kepler-445 c,0,0.804582471,6.85,2.51,438.34541,4.871229,Unknown
Kepler-358 c,0,1.25350185,8.5,2.85,381.18625,83.488369,Unknown
Kepler-47 c,0,2.211613776,3.17,4.65,248.344,303.227,Unknown
Kepler-717 b,0,-0.169684639,6.44,2.42,1581.605,4.4084002,Super-Earth
Kepler-721 b,0,-0.175985044,7.46,2.64,856.57507,5.3920254,Unknown
Kepler-449 c,0,-0.102848531,8.07,2.764,678.90485,33.6727,Unknown
TOI-3082 b,0,-0.506294539,13,3.662,955.47063,1.926907,Neptunian
LHS 1815 b,0,0.69315908,1.58,1.088,570.37309,3.814334,Terrestrial
WASP-189 b,0,-1.601237777,632.47853,18.147,2343.2847,2.724033,Gas Giant
TOI-622 b,0,-1.265975277,96.30201,9.236,1243.2287,6.402513,Gas Giant
Kepler-63 b,0,-0.920859911,120,6.11,811.86222,9.4341505,Gas Giant
HD 95086 b,0,-1.441950395,1589,12.9,54.754789,0,Gas Giant
rho CrB c,0,-0.183783209,28.2,5.78,455.94694,102.19,Neptunian
K2-348 c,0,-0.029535779,7.61,2.67,646.5697,12.550171,Unknown
TOI-763 c,0,-0.106754371,9.32,2.63,733.12948,12.2737,Unknown
K2-27 b,0,-0.661464097,30.9,4.48,838.99232,6.771315,Neptunian
Kepler-714 b,0,-1.286069971,67.6,9.67,1150.9012,8.098888,Gas Giant
Kepler-69 b,0,0.000118575,5.65,2.24,784.48769,13.722341,Super-Earth
Kepler-813 b,0,0.172403115,5.22,2.14,644.64306,19.129473,Super-Earth
Kepler-702 b,0,-1.180491227,61.8,9.17,783.62516,10.526294,Gas Giant
Kepler-711 b,0,0.085956097,11.5,3.41,505.63089,23.589144,Neptunian
Kepler-673 b,0,-1.00482335,34.8,6.54,979.70204,3.7287311,Neptunian
Kepler-674 b,0,0.16718329,3.5,1.69,903.17248,2.2433819,Super-Earth
Kepler-694 b,0,-0.255635951,8.25,2.8,948.76139,6.3658416,Unknown
Kepler-675 b,0,-0.149431687,6.53,2.44,1055.378,2.337438,Super-Earth
Kepler-715 b,0,-0.519773749,13.5,3.75,917.08352,10.00653,Neptunian
Kepler-693 b,0,-1.064035435,73.8,10.18,595.04102,15.375633,Gas Giant
Kepler-530 b,0,0.228955926,9.32,3.01,502.00397,39.309419,Unknown
Kepler-54 b,0,0.672665965,21.5,2.1,484.17726,8.0109434,Neptunian
Kepler-540 b,0,1.412048064,7.8,2.71,374.05855,172.70498,Unknown
Kepler-55 c,0,1.904195923,69.8,2.21,358.72174,42.151642,Gas Giant
Kepler-523 b,0,0.069023024,4.5,1.96,880.77179,5.8359831,Super-Earth
Kepler-525 b,0,-0.192298602,7.41,2.63,922.37389,18.684049,Unknown
Kepler-788 b,0,-0.190334575,7.04,2.55,1069.6864,8.3984627,Unknown
Kepler-743 b,0,0.281937588,1.92,1.21,1125.9305,3.1792629,Terrestrial
Kepler-844 b,0,0.18227234,3.46,1.68,868.44352,2.6130209,Super-Earth
Kepler-845 b,0,-0.02232645,4.82,2.04,1379.1936,0.92785982,Super-Earth
Kepler-848 b,0,0.110537117,3.53,1.7,1336.3908,6.9113442,Super-Earth
Kepler-827 b,0,-0.554023287,27,5.63,555.98872,51.929276,Neptunian
Kepler-828 b,0,0.171740491,2.89,1.51,1666.843,0.56785714,Super-Earth
Kepler-104 b,0,-0.330648721,19.6,3.1,874.55229,11.427548,Neptunian
Kepler-483 b,0,-0.283539179,10.4,3.21,720.53459,30.229104,Neptunian
Kepler-107 b,0,0.166306056,3.8,1.536,1472.68,3.1800218,Super-Earth
TOI-3984 A b,0,-0.689139744,44,7.9,506.70038,4.353326,Neptunian
NGTS-23 b,0,-1.492946344,194.82881,14.202,1335.4709,4.0764326,Gas Giant
K2-212 b,0,0.216229286,7.51,2.65,538.47418,9.795647,Unknown
TRAPPIST-1 g,1,2.474449394,1.321,1.129,180.54585,12.352446,Terrestrial
K2-138 f,0,-0.137160207,1.63,2.904,667.95848,12.75758,Unknown
K2-141 b,0,0.169248136,4.97,1.51,1913.9889,0.2803244,Super-Earth
Kepler-516 b,0,-0.887805519,27.9,5.74,903.55593,24.854624,Neptunian
Kepler-524 b,0,0.039627863,4.31,1.91,1166.1689,7.9741981,Super-Earth
Kepler-524 c,0,0.28062368,0.84,0.96,1884.2061,1.8889791,Terrestrial
Kepler-737 b,0,2.838029443,4.5,1.96,319.44781,28.599154,Super-Earth
Kepler-738 b,0,0.174675114,6.8,2.5,572.0103,24.587216,Super-Earth
Kepler-741 b,0,-0.335642986,9.11,2.97,1130.6111,7.0390237,Unknown
Kepler-764 b,0,0.194973582,3.33,1.64,875.44814,7.3368394,Super-Earth
Kepler-789 b,0,-0.035309177,5.14,2.12,1099.0298,8.6384772,Super-Earth
Kepler-745 b,0,-0.044082986,5.31,2.16,1045.6568,9.9314356,Super-Earth
Kepler-758 d,0,-0.006220434,5.14,2.12,926.0095,20.49662,Super-Earth
Kepler-770 d,0,0.238522927,2.54,1.4,1058.7888,4.1524472,Terrestrial
Kepler-82 f,0,0.591935799,20.9,4.84,384.08714,75.732,Neptunian
Kepler-746 b,0,0.301398125,1.41,1.11,1106.2546,3.4815925,Terrestrial
Kepler-796 b,0,0.244349297,2.24,1.3,1376.1657,6.4008762,Terrestrial
Kepler-765 b,0,0.037246812,6.48,2.43,661.58388,27.665523,Super-Earth
Kepler-542 b,0,0.295401807,3.09,1.57,737.05693,13.144976,Super-Earth
Kepler-1996 b,0,1.15446505,5.73,2.26,412.61455,32.376183,Super-Earth
Kepler-81 c,0,0.35842132,4.3,2.37,528.54808,12.04,Super-Earth
Kepler-810 b,0,0.042045031,4.38,1.93,1066.3956,4.5972539,Super-Earth
Kepler-80 b,0,-0.02358389,6.93,2.67,642.40987,7.05246,Unknown
Kepler-758 b,0,-0.169344899,6.71,2.48,1103.4753,12.10971,Super-Earth
Kepler-80 f,0,0.273043464,1.92,1.21,1236.1771,0.9867873,Terrestrial
Kepler-553 c,0,1.046842796,86.78463,11.2,229.99116,328.23995,Gas Giant
Kepler-766 b,0,-0.468238893,11.4,3.39,1285.5168,6.100278,Neptunian
Kepler-770 c,0,0.264666639,1.87,1.2,1494.9287,1.4753223,Terrestrial
Kepler-778 b,0,0.160294282,3.46,1.68,943.62754,3.7557443,Super-Earth
Kepler-1987 d,0,-0.127785213,7.56,2.66,747.79345,5.6449141,Unknown
Kepler-1987 e,0,0.258668535,4.35,1.92,646.05426,8.7429201,Super-Earth
Kepler-549 b,0,0.711935633,11,2.57,447.04038,42.949565,Neptunian
Kepler-801 b,0,0.377238729,4.66,2,570.71087,11.419283,Super-Earth
Kepler-744 b,0,0.299148807,3.26,1.62,711.41839,12.062224,Super-Earth
Kepler-283 c,2,4.144201363,3.97,1.82,247.72653,92.743711,Super-Earth
Kepler-830 b,0,0.172818974,3.53,1.7,873.5737,11.296951,Super-Earth
Kepler-797 b,0,0.028936785,5.35,2.17,784.80258,27.072377,Super-Earth
Kepler-758 c,0,0.108995395,3.5,1.69,1506.1078,4.7579399,Super-Earth
Kepler-798 b,0,-0.082435574,6.3,2.39,844.82287,13.719334,Super-Earth
Kepler-1901 b,0,0.200447785,2.77,1.474,1194.8148,3.4841299,Terrestrial
Kepler-1667 b,0,0.780646988,9.19,2.984,419.13015,83.5781,Unknown
Kepler-1311 d,0,-0.251065778,67.5,9.658,408.04315,197.511,Gas Giant
Kepler-593 b,0,-0.14612944,8.6,2.87,686.51343,21.21709,Unknown
Kepler-831 b,0,0.277827547,2.15,1.27,1044.5784,5.6215394,Terrestrial
Kepler-581 b,0,0.442241765,7.41,2.63,486.28581,40.606982,Unknown
Kepler-585 b,0,-0.29640431,8.4,2.83,1197.6615,2.7523598,Unknown
Kepler-59 c,0,0.08097861,4.58,1.98,828.74831,17.980124,Super-Earth
Kepler-591 b,0,0.736261576,11.4,3.39,408.54603,81.16943,Neptunian
Kepler-812 b,0,-0.507888612,12.3,3.55,1227.2972,10.117165,Neptunian
Kepler-651 b,0,0.189114977,6.21,2.37,586.67045,21.385215,Super-Earth
Kepler-790 b,0,0.18278327,5.39,2.18,627.97018,13.734698,Super-Earth
Kepler-615 b,0,0.446889067,3.68,1.74,585.65283,10.355847,Super-Earth
Kepler-793 b,0,0.231842392,2.45,1.37,1224.7825,4.2415364,Terrestrial
Kepler-794 b,0,-0.026737627,5.1,2.11,1059.0582,11.131251,Super-Earth
Kepler-802 b,0,0.222343277,12.3,3.54,469.9651,40.058747,Neptunian
Kepler-825 b,0,0.175589319,2.96,1.53,1282.48,3.7736006,Super-Earth
Kepler-284 c,0,0.648357499,7.32,2.61,453.58628,37.514456,Unknown
Kepler-679 b,0,-0.167150728,9.32,3.01,665.002,12.393586,Unknown
Kepler-777 b,0,0.442742908,2.76,1.47,640.49542,5.728126,Terrestrial
Kepler-611 b,0,0.120732721,3.36,1.65,1695.1032,2.4370333,Super-Earth
Kepler-637 b,0,-0.65608714,20.2,4.75,734.56047,23.205846,Neptunian
Kepler-639 b,0,-0.130936775,6.26,2.38,1082.3336,10.214205,Super-Earth
Kepler-760 b,0,-0.278695909,9.59,3.06,780.35292,8.7041942,Unknown
Kepler-814 b,0,-0.054366283,5.14,2.12,1420.2255,6.1469851,Super-Earth
Kepler-605 c,0,0.283637063,0.566,0.86,1215.7457,2.3589515,Terrestrial
Kepler-805 b,0,-0.226091115,8.7,2.89,782.05368,30.863893,Unknown
CoRoT-6 b,0,-1.409283714,940.74,13.068,883.78066,8.886593,Gas Giant
Kepler-712 b,0,0.031590078,11.5,3.41,519.3679,21.022477,Neptunian
Kepler-722 b,0,-0.221340275,7.41,2.63,1098.6722,4.0935733,Unknown
Kepler-680 b,0,-0.162352198,6.44,2.42,1317.5384,3.6899263,Super-Earth
Kepler-85 e,0,0.691687186,0.6,1.27,558.47779,25.216751,Terrestrial
Kepler-1811 b,0,0.118518122,14.1,3.848,473.08173,76.422302,Neptunian
Kepler-618 b,0,-0.225681081,7.27,2.6,1312.1117,3.5957696,Unknown
Kepler-769 c,0,0.178512058,3.86,1.79,784.11493,15.987017,Super-Earth
Kepler-277 c,0,-0.358238074,64.2,3.36,765.61755,33.006,Gas Giant
Kepler-712 c,0,2.05035314,21,4.85,234.97825,226.89047,Neptunian
Kepler-887 b,0,0.131082661,4.04,1.84,840.24145,20.422288,Super-Earth
Kepler-701 b,0,-0.1727054,8.45,2.84,726.42067,10.355332,Unknown
Kepler-740 b,0,-0.727074998,18.9,4.57,1104.1516,3.5841012,Neptunian
Kepler-696 b,0,-0.979059068,31.3,6.14,1201.359,4.1904256,Neptunian
BD+14 4559 b,0,0.990099999,330.5432,13.8,238.62539,268.94,Gas Giant
Kepler-653 c,0,0.239175454,0.399,0.78,2000.2913,0.90037648,Terrestrial
TOI-1736 b,0,-0.153291234,12.8,2.44,1078.3817,7.073088,Neptunian
TOI-2000 b,0,-0.258052731,11,2.7,1275.9537,3.09833,Neptunian
TOI-2096 b,0,1.2774204,2.08,1.243,446.18533,3.1190633,Terrestrial
Kepler-1869 b,0,0.345760391,1.46,1.12,880.05835,8.1673603,Terrestrial
Kepler-66 b,0,-0.148618767,8.25,2.8,713.44642,17.815815,Unknown
Kepler-682 b,0,-1.099323143,42.6,7.37,1032.4211,12.611907,Neptunian
Kepler-815 b,0,-0.648853188,15.8,4.11,1400.049,8.5750355,Neptunian
Kepler-82 c,0,-0.050115499,13.9,5.34,446.89039,51.54,Neptunian
Kepler-834 b,0,0.384310034,4.74,2.02,565.06197,13.323883,Super-Earth
Kepler-907 b,0,0.323766876,1.87,1.2,904.7564,15.866218,Terrestrial
Kepler-850 b,0,0.105162101,3.82,1.78,1031.7233,7.1930388,Super-Earth
Kepler-930 b,0,0.425468153,5.18,2.13,537.18306,71.451778,Super-Earth
Kepler-978 b,0,0.126270849,9.22,2.99,529.7693,49.622151,Unknown
Kepler-979 b,0,-0.164076684,7.85,2.72,772.15097,8.0880135,Unknown
KIC 8540376 c,0,0.468672943,6.35,2.4,499.28679,75.2,Super-Earth
Kepler-1686 b,0,0.252384518,2.62,1.426,938.83822,9.30987,Terrestrial
Kepler-963 b,0,-0.141050202,7.56,2.66,768.06127,9.9768371,Unknown
Kepler-752 b,0,-0.074808755,8.3,2.81,644.46719,18.827473,Unknown
Kepler-755 b,0,0.087550869,3.75,1.76,1338.5753,1.2690904,Super-Earth
Kepler-774 b,0,-0.399753565,10.2,3.17,1177.3541,11.089572,Neptunian
Kepler-808 b,0,0.189916558,2.73,1.46,1595.4041,0.63133235,Terrestrial
Kepler-748 b,0,-0.18772571,6.9,2.52,1148.2107,7.4074279,Unknown
Kepler-772 b,0,0.090974829,3.97,1.82,1023.1869,12.992073,Super-Earth
Kepler-776 b,0,0.317794248,2.18,1.28,866.16148,4.8971878,Terrestrial
Kepler-795 b,0,0.460655975,3.46,1.68,590.09542,29.619342,Super-Earth
Kepler-804 c,0,0.340139309,1.55,1.14,887.85382,9.6518502,Terrestrial
Kepler-967 c,0,2.118140037,12.9,3.65,213.08628,198.71125,Neptunian
Kepler-968 c,0,0.264268646,3.5,1.69,720.02577,5.7094049,Super-Earth
Kepler-734 b,0,-0.514487669,12.4,3.56,1308.475,6.1048529,Neptunian
Kepler-750 b,0,-0.353271228,9.64,3.07,1018.2589,9.4288718,Unknown
Kepler-750 c,0,0.140147353,3.26,1.62,1345.0428,4.0889902,Super-Earth
Kepler-757 b,0,0.217277709,2.42,1.36,2026.3894,1.0226788,Terrestrial
Kepler-761 b,0,0.072310979,4.78,2.03,805.55277,10.128048,Super-Earth
Kepler-1801 c,0,2.00034952,8.8,2.91,331.35734,116.58318,Unknown
NGC 2682 YBP 1194 b,0,-1.394932444,101.7056,12.3,940.85341,6.959,Gas Giant
Kepler-869 b,0,0.031779677,12.7,3.61,504.7639,40.428776,Neptunian
Kepler-81 b,0,0.032493565,17.2,2.42,668.36617,5.955,Neptunian
Kepler-877 b,0,0.304952186,5.14,2.12,579.71036,18.458471,Super-Earth
Kepler-932 b,0,0.229273451,2.45,1.37,1267.0612,1.9214374,Terrestrial
CoRoT-25 b,0,-1.408662567,85.81,12.11,1149.174,4.86069,Gas Giant
Kepler-779 b,0,0.782868421,0.721,0.92,542.29563,7.0971422,Terrestrial
Kepler-878 b,0,0.41538898,4.38,1.93,567.35872,25.942203,Super-Earth
Kepler-824 b,0,0.055250135,4.16,1.87,1165.248,4.5143663,Super-Earth
Kepler-879 b,0,0.131801986,7.13,2.57,578.80959,33.385594,Unknown
Kepler-818 b,0,-0.754959429,22.9,5.11,796.86151,10.035386,Neptunian
Kepler-914 b,0,0.226762843,2.48,1.38,1257.6224,4.4096655,Terrestrial
Kepler-857 b,0,0.101916788,37.2,6.8,399.27873,85.351294,Neptunian
Kepler-851 b,0,0.230843058,3.46,1.68,768.70999,8.5069966,Super-Earth
Kepler-807 b,0,-0.36265399,76.8,10.42,415.63478,117.93109,Gas Giant
Kepler-826 b,0,0.257909675,2.1,1.25,1355.2916,4.4875891,Terrestrial
Kepler-927 b,0,0.185075696,3.61,1.72,823.836,9.1149903,Super-Earth
Kepler-862 b,0,-0.07936619,5.52,2.21,1215.6748,3.1486645,Super-Earth
OGLE-2008-BLG-092L b,0,-4.31E-16,57,8.74,0,0,Gas Giant
Kepler-836 b,0,-0.19352008,7.9,2.73,823.27511,11.361123,Unknown
Kepler-860 b,0,-0.394621121,10.6,3.24,966.35281,5.1013794,Neptunian
Kepler-873 b,0,-0.413492822,13.5,3.75,700.74099,20.553384,Neptunian
Kepler-874 b,0,-0.293337566,14.7,3.94,583.5232,40.068673,Neptunian
Kepler-936 b,0,0.336328307,2.7,1.45,739.3082,10.561342,Terrestrial
Kepler-863 b,0,-0.250382027,8.75,2.9,825.41013,15.594619,Unknown
Kepler-915 b,0,0.180081742,2.86,1.5,1432.8195,4.594896,Terrestrial
Kepler-1987 b,0,0.294411483,2.04,1.23,1002.0425,2.345863,Terrestrial
Kepler-951 b,0,1.332893718,26.7,5.59,316.62865,71.525308,Neptunian
Kepler-82 b,0,-0.264404168,12.15,4.07,558.22252,26.44,Neptunian
Kepler-867 b,0,0.78440556,19.4,4.64,371.67254,150.24213,Neptunian
Kepler-833 b,0,0.742226436,4.74,2.02,478.17608,18.7547,Super-Earth
Kepler-870 b,0,-0.092492222,8.15,2.78,665.62619,21.358762,Unknown
Kepler-1610 c,0,1.376350944,5.02,2.09,400.24425,44.985188,Super-Earth
14 And b,0,-1.395519664,1131.1513,13.1,834.54327,186.76,Gas Giant
Kepler-1491 b,0,0.241973994,2.89,1.51,876.89552,16.586176,Super-Earth
Kepler-905 b,0,0.256994537,2.57,1.41,941.1345,5.0827465,Terrestrial
Kepler-887 c,0,0.292762262,1.51,1.13,1166.4619,7.6384602,Terrestrial
Kepler-871 b,0,-0.459869525,13.5,3.74,767.57963,22.045902,Neptunian
Kepler-894 b,0,-0.191140582,8.15,2.78,784.1551,9.803224,Unknown
Kepler-882 b,0,0.290109435,2.04,1.23,1027.3692,3.9895397,Terrestrial
Kepler-883 b,0,0.125196482,3.82,1.78,929.97972,12.984956,Super-Earth
Kepler-920 b,0,-0.111662497,6.44,2.42,899.27606,6.531927,Super-Earth
Kepler-929 b,0,0.272039547,1.41,1.11,2397.1714,0.92103214,Terrestrial
Kepler-47 b,0,0.475278136,2.07,3.05,454.58783,49.4643,Unknown
Kepler-901 b,0,0.35895563,2.45,1.37,743.6247,3.5174944,Terrestrial
Kepler-903 b,0,0.013973953,4.7,2.01,1043.6288,10.350772,Super-Earth
Kepler-937 b,0,-0.087012039,13.4,3.72,528.23451,67.668827,Neptunian
Kepler-933 b,0,-0.016122902,6.62,2.46,699.23691,14.20443,Super-Earth
Kepler-934 b,0,1.710254734,5.02,2.09,375.25131,55.673831,Super-Earth
Kepler-947 b,0,0.100833801,5.82,2.28,656.51604,26.964432,Super-Earth
Kepler-940 b,0,0.439078008,11.1,3.34,445.71779,59.622526,Neptunian
Kepler-912 b,0,-0.30371438,8.25,2.8,1901.0777,2.5347563,Unknown
Kepler-917 b,0,0.018394296,4.31,1.91,2034.0134,2.9704144,Super-Earth
Kepler-920 c,0,1.161130438,13.8,3.8,361.20277,100.82741,Neptunian
